sample_type,total_count,study,principal_investigator,collection_date,date_count
Bacterial,855,CRE,Anesi,2024-01-02,1
Bacterial,855,CRE,Anesi,2024-01-07,1
Bacterial,855,CRE,Anesi,2024-01-10,1
Bacterial,855,CRE,Anesi,2024-01-16,1
Bacterial,855,CRE,Anesi,2024-01-26,1
Bacterial,855,CRE,Anesi,2024-01-27,1
Bacterial,855,CRE,Anesi,2024-01-29,1
Bacterial,855,CRE,Anesi,2024-01-31,1
Bacterial,855,CRE,Anesi,2024-02-01,2
Bacterial,855,CRE,Anesi,2024-02-02,2
Bacterial,855,CRE,Anesi,2024-02-03,3
Bacterial,855,CRE,Anesi,2024-02-10,1
Bacterial,855,CRE,Anesi,2024-02-15,1
Bacterial,855,CRE,Anesi,2024-02-17,1
Bacterial,855,CRE,Anesi,2024-02-28,1
Bacterial,855,CRE,Anesi,2024-03-18,1
Bacterial,855,CRE,Anesi,2024-04-07,1
Bacterial,855,CRE,Anesi,2024-04-10,1
Bacterial,855,CRE,Anesi,2024-04-15,1
Bacterial,855,CRE,Anesi,2024-04-20,2
Bacterial,855,CRE,Anesi,2024-04-26,1
Bacterial,855,CRE,Anesi,2024-05-01,1
Bacterial,855,CRE,Anesi,2024-05-08,2
Bacterial,855,CRE,Anesi,2024-05-09,1
Bacterial,855,CRE,Anesi,2024-05-10,1
Bacterial,855,CRE,Anesi,2024-05-12,4
Bacterial,855,CRE,Anesi,2024-05-20,1
Bacterial,855,CRE,Anesi,2024-05-27,1
Bacterial,855,CRE,Anesi,2024-06-02,1
Bacterial,855,CRE,Anesi,2024-06-13,1
Bacterial,855,CRE,Anesi,2024-06-27,1
Bacterial,855,CRE,Anesi,2024-07-01,1
Bacterial,855,CRE,Anesi,2024-07-10,1
Bacterial,855,CRE,Anesi,2024-07-16,1
Bacterial,855,CRE,Anesi,2024-07-24,1
Bacterial,855,CRE,Anesi,2024-07-30,3
Bacterial,855,CRE,Anesi,2024-08-02,2
Bacterial,855,CRE,Anesi,2024-08-03,1
Bacterial,855,CRE,Anesi,2024-08-15,1
Bacterial,855,CRE,Anesi,2024-08-18,2
Bacterial,855,CRE,Anesi,2024-08-22,2
Bacterial,855,CRE,Anesi,2024-08-27,1
Bacterial,855,CRE,Anesi,2024-08-29,1
Bacterial,855,CRE,Anesi,2024-09-05,1
Bacterial,855,CRE,Anesi,2024-09-06,1
Bacterial,855,CRE,Anesi,2024-09-09,1
Bacterial,855,CRE,Anesi,2024-09-14,1
Bacterial,855,CRE,Anesi,2024-09-17,1
Bacterial,855,CRE,Anesi,2024-09-19,2
Bacterial,855,CRE,Anesi,2024-09-20,1
Bacterial,855,CRE,Anesi,2024-09-21,1
Bacterial,855,CRE,Anesi,2024-09-23,2
Bacterial,855,CRE,Anesi,2024-09-24,1
Bacterial,855,CRE,Anesi,2024-10-01,1
Bacterial,855,CRE,Anesi,2024-10-05,1
Bacterial,855,CRE,Anesi,2024-10-11,1
Bacterial,855,CRE,Anesi,2024-10-22,2
Bacterial,855,CRE,Anesi,2024-10-28,1
Bacterial,855,CRE,Anesi,2024-11-04,1
Bacterial,855,CRE,Anesi,2024-11-08,1
Bacterial,855,CRE,Anesi,2024-11-12,2
Bacterial,855,CRE,Anesi,2024-11-15,1
Bacterial,855,CRE,Anesi,2024-11-16,2
Bacterial,855,CRE,Anesi,2024-11-17,1
Bacterial,855,CRE,Anesi,2024-12-05,2
Bacterial,855,CRE,Anesi,2024-12-06,2
Bacterial,855,CRE,Anesi,2024-12-09,1
Bacterial,855,CRE,Anesi,2024-12-13,1
Bacterial,855,CRE,Anesi,2024-12-19,1
Bacterial,855,CRE,Anesi,2024-12-23,1
Bacterial,855,CRE,Anesi,2024-12-28,1
Bacterial,855,CRE,Anesi,2024-12-30,1
Bacterial,855,CRE,Anesi,2025-01-03,1
